PM10Lehen,NOXLehen,RFLehen,LTLehen,O3Lehen,PM10Rud,MOXRud,RPRud,LTRud,CORud,WG,WT,GS
33.7,21.9,88,1.2,24,39.6,89.1,90,1.2,0.5,0.8,321,52
31.9,22.6,87,1.5,28,38.7,67.3,89,1.4,0.46,0.7,305,86
28.8,20.1,84,1.8,30,42.4,63.8,87,1.6,0.56,1,328,101
25.9,19.4,83,1.9,32,38.6,82.1,86,1.9,0.51,1.5,331,138
25.3,17.4,81,2.1,36,45.8,78.3,83,2.2,0.48,1.7,327,172
NaN,17,79,2.4,34,49.7,59.2,81,2.2,0.42,2.3,334,161
20.5,15.1,78,2.5,38,43.5,65,80,2.3,0.43,2.5,331,197
19.6,14.2,78,2.5,39,44.3,70.8,79,2.5,0.49,2.4,333,204
21.9,14.5,77,2.7,40,42.5,59.4,79,2.4,0.45,2.3,335,173
22.7,14.6,77,2.7,39,39.2,60.8,79,2.4,0.44,1.8,336,139
26,16.8,78,2.8,35,35.7,63.7,79,2.3,0.46,2.6,322,112
28.9,NaN,79,2.7,32,39.2,73.4,81,2.2,0.51,2.2,325,89
30.5,19.9,80,2.5,31,35.7,74.8,82,2.1,0.5,2.2,322,82
32.8,20.4,80,2.5,30,44.9,64.9,82,2.1,0.48,1.9,323,72
37.4,21.1,81,2.2,29,46.3,62.1,82,2.1,0.48,1.9,315,56
42.4,23,82,2,26,49.8,56.4,84,1.9,0.48,1.9,319,37
44.4,23.6,83,1.7,26,54.3,64.2,85,1.7,0.5,2.2,321,24
44.9,23.7,84,1.5,NaN,53.2,74,85,1.5,0.51,1.8,318,14
46.5,24.7,84,1.4,23,50.4,61.2,87,1.3,0.47,2.1,325,6
45,24.5,84,1.3,23,49.3,75.9,87,1.2,0.51,1.7,311,3
46.2,24.2,85,1.1,23,45.4,62.8,87,1.1,0.49,2.1,313,4
48.4,23.8,86,1.1,23,47.5,63.3,88,0.9,0.5,2.9,325,3
49.6,22.3,87,0.9,24,45.3,50.4,88,0.7,0.49,2.3,337,4
51,20.1,88,0.7,28,54.4,56,88,0.6,0.48,2.2,338,3
49.3,18.4,87,0.7,30,55.9,43.3,89,0.5,0.43,2.5,339,4
47.6,17.9,87,0.7,30,50.7,49.4,89,0.5,0.46,2.3,332,4
44.6,16.7,87,0.7,31,44.8,41.7,90,0.4,0.43,2.3,323,5
42.8,18.2,88,0.7,29,46.5,52.7,90,0.4,0.5,1.9,333,4
39.3,16.8,87,0.7,31,42.6,36.4,91,0.1,0.43,1.8,325,4
33.9,13.8,88,0.6,36,42.2,42.8,91,0,0.44,1.3,316,4
28.9,13.2,89,0.4,36,40,45.5,92,0,0.43,1.3,355,5
29.4,14.6,89,0.5,34,35.2,41.3,92,0,0.39,1.3,319,4
32.9,14.3,89,0.5,32,33.3,40.9,92,0,0.39,1.2,324,5
32.5,14.6,90,0.5,29,34.6,NaN,92,0,0.37,1.1,329,4
34.1,13,90,0.4,32,33.4,36.6,92,0,0.39,1.1,332,4
35.4,13.2,91,0.4,30,30.1,32.3,91,0,NaN,1.3,321,4
32.9,12.7,91,0.4,30,28.4,33,91,0,0.39,1.5,332,5
29,11.8,90,0.5,31,33.2,21.5,92,-0.1,0.35,1.1,5,4
24,12.8,89,0.6,30,22.8,31,91,-0.1,0.36,1.2,350,5
19.4,11.4,89,0.5,33,21.8,26.8,91,-0.2,0.35,1.4,325,4
24.3,13.2,89,0.5,28,17.4,22,92,-0.1,0.37,1.2,311,5
29.1,13.4,89,0.4,25,23.2,31.7,92,0,0.39,0.8,293,4
30.7,14.1,91,0.4,23,27.4,41.4,92,0,0.4,0.7,301,5
30.2,14.5,90,0.6,21,25.4,33.8,93,0,0.38,0.7,314,4
27.8,18,89,0.8,17,30.2,48.1,94,0,0.44,0.9,325,6
27.8,17.8,89,0.7,18,33.3,70.2,94,0.1,0.46,1.3,310,13
28.5,21.1,88,0.8,14,29.8,61.9,93,0.2,0.5,1.6,320,25
28.8,23,88,0.9,14,35.4,57.3,93,0.4,0.44,1.3,317,36
29.7,28.9,88,0.8,11,35.4,115.2,92,0.6,0.62,1,310,52
26.6,26.8,85,1.4,15,39.3,70.3,91,0.7,0.5,0.7,299,74
29.2,31,86,1.1,14,33.8,61.9,90,0.8,0.49,0.9,295,110
27.8,32,86,1.3,13,33.9,105.4,89,1.2,0.6,0.5,299,139
25.4,29.2,83,1.6,18,36.9,103,87,1.4,0.64,0.4,295,183
23.5,28,80,2,22,42.5,104.7,82,2,0.57,0.1,211,219
22.1,27.7,76,2.8,26,48.7,88.4,77,2.5,0.52,0.2,212,226
14.9,19.9,69,3,40,69.5,96.5,72,2.8,0.49,1,246,217
13.3,14.4,67,3.1,45,76.4,49,70,2.7,0.39,1.4,255,187
14.3,17,68,3.1,42,48.5,75.8,68,2.9,0.48,1.8,239,216
13.9,14.3,67,3.2,46,52.6,83.1,70,3,0.48,1.3,260,253
12.1,13.1,66,3.6,49,55.5,80,68,3.2,0.49,0.5,264,268
11.8,14.4,65,3.9,50,46.6,72.7,66,3.6,0.49,0.8,310,384
12.6,NaN,65,3.8,52,36.8,54.6,66,3.5,0.38,1.2,318,469
11.8,13.2,65,3.6,54,23,47.7,67,3.4,0.39,1.5,319,336
11.1,12.9,65,3.7,54,19.5,47.1,67,3.2,0.38,1.1,304,233
12.1,12.9,66,3.6,53,26.3,38.9,68,3.2,0.38,1.6,286,134
13.9,14.6,68,3.3,47,28.3,55.7,69,3.1,0.43,1.6,274,54
22.4,24.8,70,2.7,28,35.4,62.6,70,2.7,0.46,2.4,251,16
25.8,35.1,75,1.9,NaN,35.9,78.4,73,2.1,0.51,2,241,5
30,43,78,1.2,4,47.8,144.4,76,1.6,0.63,1.9,244,5
27.4,54.2,81,0.6,3,52.8,189.8,79,1.1,0.93,0.4,201,5
33.2,86.3,84,0.1,4,57.9,155.7,82,0.6,0.85,0.5,159,7
36.6,70.5,85,-0.1,5,49.1,154,84,0.2,0.84,0.4,207,6
27.2,56.7,86,-0.1,3,45.9,145.1,86,-0.2,0.79,0.6,240,7
29.7,57.8,86,0.2,3,49.7,112.4,86,0.1,0.67,0.7,248,5
29.9,52,84,0.5,3,47.9,123.5,85,0.2,0.79,0.6,248,6
35.6,53.5,83,0.9,4,47.4,125.4,86,0.2,0.86,0.7,237,5
42,69.9,83,0.8,4,44.5,124.1,86,0.2,0.91,0.7,300,6
37.2,44.4,83,0.5,4,42.7,85.1,86,0.1,0.82,0.7,307,4
32.7,36.1,84,0.4,3,37.2,81.8,86,0.1,0.75,0.6,183,6
30,31.2,83,0.5,4,34.8,90.1,87,0,0.67,0.7,159,5
29.8,34.2,82,0.7,3,41,77.2,86,0.1,0.7,0.9,158,5
29.5,46.7,83,0.8,3,34.2,64.7,86,0,0.61,0.6,170,4
28.7,45.3,84,0.5,3,31.7,69,86,0.2,0.61,0.2,330,6
33.7,40.3,84,0.6,4,38.2,NaN,86,0.3,0.64,0.5,353,5
34.1,26.5,83,0.8,7,37.9,61.6,86,0.3,0.62,0.1,145,6
34,24.9,82,0.9,11,33.4,71.3,86,0.3,NaN,0.3,242,5
35.3,16.4,80,0.9,23,33.1,56.7,86,0.3,0.59,0.4,201,6
34.4,16.9,81,0.8,21,30.4,65.4,86,0.2,0.64,1.1,170,6
33.9,17,80,0.8,21,28.1,63.3,87,0.1,0.7,0.4,177,6
31.1,27.4,81,0.8,8,35.2,69.6,86,0.2,0.67,0.3,158,5
25.3,27.7,81,0.8,15,38.9,59.1,85,0.3,0.5,0.5,157,6
22.5,17.2,79,0.8,28,28,36.5,82,0.4,0.46,1,153,5
21.1,14,78,0.8,33,32.9,38.1,81,0.5,0.44,1.2,210,9
19,13.2,78,0.8,35,31.9,37.4,80,0.5,0.41,1.2,214,18
17.2,12.9,77,0.8,35,33,35.5,79,0.6,0.37,1.5,223,44
15.6,11.9,76,1,39,35,24.8,77,0.6,0.35,1.2,205,74
16.3,10.7,74,1.1,42,42.2,45.6,75,0.8,0.37,1.1,219,127
16.5,10.6,73,1.2,44,61.7,41,72,0.9,0.39,1.5,250,156
15.9,10.8,72,1.2,44,69.4,67.9,71,1.3,0.39,1.4,255,226
16.1,9.5,71,1.5,48,73.6,39.9,70,1.5,0.36,0.6,251,257
17.8,10.6,70,1.9,47,56.9,57.4,69,1.9,0.42,0.9,282,333
22.4,13.5,68,2.5,46,44,30.5,67,2.7,0.37,1,284,576
27.5,13.9,68,2.5,49,32.1,35.8,66,3.1,0.37,1.5,285,636
27.8,11.7,65,3.4,51,21.5,35.7,68,2.8,0.39,2.4,328,633
28.4,9.3,66,3.3,56,24.6,34,67,2.8,0.37,3,325,624
25.9,8.4,65,3.2,60,29.8,25.7,67,2.9,0.36,2.7,328,570
NaN,7.6,66,3,61,26,31.5,66,3,0.36,2.6,328,563
28.4,8.1,64,3.5,60,30.8,38.1,66,2.9,0.39,2.3,322,512
30.3,8.9,64,3.6,60,32.6,29.2,66,3,0.39,1.8,311,458
31.1,9.2,63,3.8,60,36.2,31.7,66,3.1,0.38,1.6,337,390
32.6,9.9,63,3.9,61,36.1,36.4,65,3.3,0.39,1.3,328,312
35.9,NaN,62,4.1,59,39.4,52.2,64,3.6,0.45,1.8,324,231
35.3,15,62,4.1,57,49.3,54.6,65,3.5,0.45,1.8,329,148
32.5,11,64,3.5,60,50.1,51.8,65,3.4,0.44,2,318,59
41.1,14,65,3.1,53,51.7,53.7,65,3.1,0.43,1.6,304,17
NaN,20.8,69,2.3,39,51.9,46.8,67,2.7,0.54,1.4,241,5
69.3,32,73,1.6,22,53.5,107.8,71,2.1,0.68,0.7,211,6
55.8,47.2,76,1.2,NaN,62.5,157.7,73,1.6,0.79,0.9,199,5
57.8,56.1,78,0.7,4,73.4,181.8,76,1.2,1.02,0.6,199,6
58.8,60.6,80,0.3,3,85.2,135.8,79,0.5,0.85,0.5,155,6
51.6,64.5,82,-0.3,4,73.7,146.8,81,0.3,0.76,0.4,136,6
54.8,53.6,82,-0.5,4,69.6,109.7,83,-0.2,0.74,1,238,6
53.6,64.2,83,-0.7,4,66.2,107.5,84,-0.5,0.77,0.4,233,7
53.5,71.6,84,-1.2,3,65,86.8,85,-0.7,0.71,0.3,190,6
53.1,76.2,85,-1.4,3,51.8,113.7,87,-1,0.78,0.8,170,7
50.8,64.6,84,-1.4,3,59.6,70.6,88,-1.2,0.7,0.6,151,6
48.6,66.1,84,-1.6,3,51.3,59.7,88,-1.4,0.68,0.1,115,6
49.5,59.8,85,-1.9,3,45.2,43.8,88,-1.5,0.57,0.4,216,5
50.1,49.8,86,-2.2,2,43.3,44.8,88,-1.7,0.6,0.4,179,5
48.9,46.9,86,-2.3,3,43.1,43.1,89,-1.8,0.57,0.6,187,5
47.5,45.8,87,-2.4,3,42,55.5,90,-2,0.67,0.2,139,6
46.8,54.6,87,-2.6,2,39.7,54.5,90,-2.2,0.65,0.5,198,5
43.6,48.9,88,-2.8,4,46.2,50.1,91,-2.4,0.67,0.2,226,6
41.5,37.6,88,-2.8,4,44.7,NaN,92,-2.7,0.65,0.4,206,5
41.3,40.6,89,-3,3,44.5,47.6,92,-3,0.64,0.4,187,6
40.2,42.4,89,-3.1,2,38,46.1,92,-3.1,NaN,0.9,155,6
39.2,53.7,88,-3.2,2,31.4,49,92,-3.1,0.64,0.5,133,6
38.7,49.2,90,-3.4,2,34.2,58.3,91,-3,0.42,1.2,94,6
43.9,51,90,-3.4,2,35.7,94.7,89,-3.1,0.53,0.9,113,6
40,51.6,90,-3.5,2,37.1,134.7,89,-3.3,0.68,0.8,172,5
42.7,65.1,91,-3.6,3,35.8,200.8,89,-3.3,0.76,0.4,176,11
58.5,131.5,90,-3.4,4,40.9,205.9,89,-2.9,0.83,0.3,196,27
46.3,161.5,86,-2.2,5,48.5,285.9,87,-2.3,0.95,0.8,164,153
37.5,109.3,77,-0.7,11,50.9,173.5,83,-1.9,0.67,0.6,155,222
31.6,53.9,72,0.4,24,46.2,197.9,80,-1.2,1.05,0.7,122,302
NaN,56,65,1.9,27,64.3,184.1,72,0.8,0.67,1,216,397
28.3,57.6,63,2.6,31,76.7,121.6,61,2.8,0.54,0.6,161,466
28.5,47.5,61,3.8,37,66.6,95.8,58,3.7,0.44,0.6,271,532
29.6,34.6,57,4.8,46,67.8,99.8,56,5,0.52,1.3,310,561
29.2,33.5,53,6.2,49,64.3,82.2,55,5.4,0.44,1.5,306,600
27.8,32.8,51,6.4,52,51.2,64.8,51,6.1,0.39,1.4,299,623
29,26.9,49,7.6,59,49.6,65.6,50,6.7,0.4,1.7,307,632
31.2,18.6,51,7.2,67,45.6,61.6,49,7.3,0.39,2.2,313,625
37.1,18.2,52,7.6,65,44.6,53.3,50,7.1,0.4,2.7,323,606
44,26.3,53,7.8,55,34.1,58.1,52,6.9,0.41,2.9,322,576
42.1,25.4,53,8,55,28,51.3,54,6.8,0.4,2.8,336,527
41.1,25.6,52,8.2,55,44.6,60.9,54,7.2,0.42,2.3,335,466
39.7,26.9,52,8.4,52,52.7,57.5,54,7.4,0.44,2.3,317,395
41,30.2,52,8.4,48,53.2,76.8,53,7.4,0.5,2,314,316
41.7,31.5,53,8.3,46,55.4,70.6,54,7.5,0.47,2.2,314,234
41.1,26.5,55,7.7,52,63.4,78,55,7.3,0.5,2.5,295,151
43.6,NaN,58,6.9,46,58.4,63.9,57,6.7,0.46,2.4,287,59
45.1,30.9,62,6,36,50.4,100.4,60,6.2,0.55,2.1,276,15
46.9,33.6,65,5.2,31,75,171.2,64,5.2,0.79,1.8,247,4
58.1,57.4,70,4.1,7,104.3,201.8,67,4.5,1.02,0.8,162,4
48.5,33.1,70,3.9,35,111.2,195.6,69,3.9,0.88,0.7,179,4
42.2,23.3,70,3.7,53,123.4,204.6,73,3.3,1.02,0.4,171,4
41.2,20.5,72,3.2,NaN,135.2,114.3,74,2.8,0.71,0.6,227,4
42.2,24.6,73,2.9,41,100.2,147.8,76,2.3,0.72,0.5,196,5
38.2,20.7,74,2.6,46,79.1,160.9,79,1.8,0.92,0.5,215,4
42.2,33.8,76,2.1,23,85.7,178.2,82,1.2,0.96,0.6,188,5
43.9,47.6,78,1.5,10,86.6,186.2,85,0.7,1.04,0.6,189,4
38.4,33.2,78,1.3,22,82.6,146.4,87,0.2,1.1,0.7,136,5
37.7,36.6,81,0.6,14,77.5,120.7,88,0,0.98,1.7,95,4
36.8,29.8,82,0.4,24,76.8,103.6,88,-0.2,0.9,0.7,198,5
32.3,27.2,79,0.6,27,74.3,80.9,89,-0.4,0.79,1.3,192,3
29.1,27.6,79,0.6,26,57.8,107.1,89,-0.5,0.86,2.6,116,5
25.1,23.6,75,0.8,34,55.9,119.6,87,-0.3,0.71,1.3,185,4
24.4,19.4,76,0.5,39,54.5,41.8,77,1,0.53,1.5,149,5
27.2,20,80,-0.2,30,36.1,23.9,59,3.4,0.34,2.1,134,4
31.4,32.7,80,-0.6,17,21.5,34.9,69,1.2,0.44,1.2,356,5
42.9,50.5,86,-1.6,3,22.6,35.7,75,0.6,0.42,1.1,291,5
41.5,43.8,87,-1.9,3,22.2,32.9,78,-0.2,0.42,1,280,6
31.4,34.3,84,-1.5,15,26.3,NaN,78,-0.4,0.44,0.6,192,4
24.6,23.5,80,-1.3,24,28.4,57.2,80,-0.6,0.47,0.9,311,5
33.8,32.9,82,-1.7,11,26.9,64.9,82,-1.1,NaN,1,315,4
38.8,63.1,86,-2.2,3,38.5,68.2,77,-0.8,0.72,1.1,1,5
38.7,69.4,87,-2.4,3,67.3,117.3,77,-0.9,0.63,0.6,309,5
31.8,65.3,85,-2.2,3,64.1,194.1,78,-0.9,0.76,0.7,285,14
37.2,68.2,81,-1.7,6,75.6,457.9,78,-0.4,1.19,1.7,149,41
41.3,77.6,73,-0.3,10,99.5,347.7,77,-0.1,1.31,0.5,67,197
NaN,90.5,69,0.9,12,96.7,300.8,74,0.9,0.96,0.9,127,276
40.7,127.2,64,2.4,12,113.9,179.6,64,2.1,0.68,0.8,1,319
41.1,102.3,56,5.1,17,122.7,229.3,57,4.6,0.73,0.8,301,396
42.6,97.2,50,6.8,21,128,245.6,47,7.8,0.76,1.1,321,469
38.4,85.3,46,8.2,27,160.8,199.3,38,9.7,0.67,0.7,14,532
43.6,90.9,43,10,25,123.2,100.1,33,11.4,0.49,1.6,321,582
38.9,69.3,38,11.9,36,75.8,97.3,36,10.6,0.46,2.4,333,617
40.6,59.7,37,12.7,39,70.1,73.9,34,11.3,0.41,2.9,328,639
28.9,35.8,35,12.2,58,56.9,55.1,35,11.6,0.38,2.6,322,643
35.9,30.3,37,12.3,61,37.7,59,34,12,0.4,2.9,316,636
29.6,24.6,36,12.3,69,46.7,52.2,34,12.4,0.39,2.7,323,620
NaN,27.3,36,13.2,63,40.5,75.9,34,13.1,0.45,2.6,314,576
32.7,29.2,36,13.3,60,41.3,66.8,34,12.9,0.39,2.6,321,NaN
39.8,30.1,36,13.1,56,47,54.7,35,12.6,0.39,1.9,317,NaN
46.7,42.8,36,13.2,41,53.9,78,35,12.7,0.44,1.5,321,NaN
44.2,52.4,38,13.1,35,61.7,101,36,13,0.48,0.9,300,NaN
50,55.3,40,12.9,29,79.8,115,37,12.8,0.59,1,313,NaN
54.6,73.6,44,11.6,13,76.8,113.8,40,12,0.59,0.6,33,NaN
63.9,62.1,48,10.1,14,90.1,137.1,44,10.9,0.64,1,39,NaN
66.8,79.9,53,8.9,5,93.7,132.1,49,9.5,0.72,1.3,34,NaN
70.2,NaN,56,8,3,89.2,174.3,52,8.9,0.8,1.4,195,NaN
90,93.1,61,7,4,104.8,144.8,53,8.2,0.69,1.2,326,NaN
104.3,100.2,64,6.2,3,92.3,131.6,54,7.6,0.7,1.8,287,NaN
73,81.7,63,6,3,85.6,136.7,55,7.3,0.73,0.9,241,NaN
72.9,80.2,64,5.7,3,93.1,242.2,59,7,1.13,0.9,165,NaN
83.9,81.2,64,5.5,4,106.9,192.9,53,7.4,0.95,0.5,245,NaN
69.3,78.7,64,5.3,NaN,113.5,152.2,46,7.8,0.79,0.8,218,NaN
75,75.5,64,5.2,4,93,116.8,37,8.7,0.57,1.3,212,NaN
58,58.4,56,6.1,7,64.6,64.9,34,9,0.41,1.6,184,NaN
33.7,36.6,46,7.6,41,39.8,61.1,35,8.8,0.39,2.1,162,NaN
NaN,15,35,9.8,71,35.7,65.1,39,8.1,0.44,3.9,152,NaN
12.7,10.5,34,10.1,80,28.9,37.6,36,8.7,0.33,4.8,158,NaN
11.3,8.8,36,9.5,79,23.3,29.1,37,8.4,0.29,5.1,153,NaN
11.1,9.1,36,9.6,80,20.6,21.5,37,8.7,0.25,2.4,185,NaN
11.2,8.8,40,8.7,76,17.6,21.1,40,7.9,0.27,1.7,186,NaN
18.7,19.4,50,6.9,44,19.4,21.5,42,7.4,0.26,1.3,187,NaN
14.5,13.4,47,7.1,67,22.8,17.5,44,7,0.24,1.8,168,NaN
11.2,7.6,40,8.7,82,11,15.1,43,7.1,0.22,2.2,185,NaN
15.7,7.3,39,9.1,84,17.5,12,43,7.3,0.23,2.4,175,NaN
12.2,7.1,38,9.4,85,15.1,9.5,43,7.3,0.21,2.2,188,NaN
9.9,8,39,9.1,82,14.2,17.3,44,7.1,0.22,2.4,187,NaN
9.5,6.3,42,8.6,84,12.7,20.9,45,7.1,0.22,1.6,164,NaN
9.4,6.5,44,8,82,19.2,NaN,45,7,0.24,2,169,NaN
10.3,8.7,44,8,78,30.8,48,45,7.3,0.3,1.8,173,NaN
12.3,11.2,46,7.7,72,31.7,79.5,46,7.3,NaN,1.8,118,NaN
16.1,13.3,47,7.7,69,40.2,164.3,48,7.1,0.52,1.6,141,NaN
16.3,15,45,8.3,68,67.5,208.8,47,7.5,0.61,2.6,152,NaN
16.9,19,44,9,65,79.4,191.3,44,8.3,0.61,2.7,162,NaN
22.5,42.2,45,9,46,71.6,138.6,44,8.9,0.46,4.6,128,NaN
26.9,58.5,45,9.5,31,62.2,116,42,10,0.41,4.4,138,NaN
32.2,90.8,45,9.7,19,53,122,40,11.2,0.4,3.6,136,NaN
40.4,70.2,46,10,22,61.8,210.8,39,11.9,0.59,3,131,233
NaN,76.4,46,10.4,23,77.6,110.4,43,10.6,0.46,3.1,119,311
55.5,67.2,42,12,30,74.3,108.7,39,12.9,0.41,2.6,167,583
36.4,48.4,38,13.8,45,57.8,77.6,38,13.2,0.41,3.3,140,464
31.3,34.3,37,14.3,56,48.6,69.4,38,13.6,0.38,2.8,124,488
35.6,34.5,37,15.2,57,55.3,70.5,34,16.1,0.38,1.8,155,536
41.3,27.1,38,15.4,63,56.1,68.6,36,15.6,0.42,1.7,55,475
38.3,22,38,15.3,65,37.2,84,37,15.3,0.44,2.7,20,302
51.3,32,40,15.3,47,44.3,134.1,33,17.2,0.51,1.9,18,283
52.5,36.2,37,16.4,50,62.1,114.5,30,18.4,0.43,1.5,304,568
38.7,35.5,34,17.9,59,51.4,70.2,30,18.6,0.36,2.1,186,376
15.2,13.7,34,17.4,78,40.9,110.5,31,17.8,0.44,2.6,182,148
42.9,43.1,38,16,41,42.5,143.7,33,17.2,0.55,3.1,322,153
56.7,56.6,42,14.9,24,59.2,101,37,16.1,0.47,2.7,312,129
74.4,69.2,46,13.4,12,65.6,90.9,41,14.6,0.5,3,329,75
115.5,89.4,51,12.4,6,66.5,116.2,45,13.2,0.6,2.1,312,41
92.9,86.8,52,11.5,4,76.3,125.6,46,12.5,0.59,1.6,303,18
100.5,86.6,54,10.7,3,95.4,219,50,11.9,0.96,1.5,295,8
127.2,88.2,57,10.1,3,129.3,233.8,53,11.3,0.92,1.2,279,6
103.9,NaN,60,9.4,3,136.8,234.2,55,10.9,0.9,0.5,293,6
102,94.2,60,9.3,3,146.1,186.9,57,10.5,0.94,0.7,178,5
121.5,82.9,62,9,4,122.6,161.2,58,10,0.89,0.4,172,5
89.5,86.2,65,8.3,3,115.1,191.3,62,9.4,0.97,0.8,162,4
NaN,85.8,67,7.9,3,114.8,105,62,8.9,0.65,1.2,177,4
117.3,76.1,68,7.6,4,66.1,101.6,62,9,0.66,0.9,228,4
91.2,71.5,70,7.4,NaN,57.9,83.1,55,10.2,0.56,0.9,148,5
33.4,40.2,60,9.1,32,49.5,69.4,52,10.8,0.46,2.2,148,6
11,14.4,50,11.5,64,40.6,37.6,48,11.7,0.31,4.2,148,6
10.6,11.4,50,11.4,67,28.3,27.6,48,11.7,0.3,3.3,148,6
9.9,8.4,51,11.2,71,16.2,21.1,51,10.9,0.29,2.2,162,5
10.1,8.2,49,11.8,73,14.3,19.2,51,10.9,0.28,3.6,132,3
9,6.6,48,11.9,76,13.2,20.1,52,10.6,0.28,3.3,138,4
8.1,8.5,49,11.7,72,6.6,16.4,53,10.4,0.27,4,137,3
7.5,7.8,50,11.4,74,10.5,14.1,51,10.8,0.25,4.5,127,4
8.9,6.6,50,11.4,76,14.5,10.1,51,10.8,0.24,3,145,4
7.2,4.8,51,11.2,77,9.4,15.1,50,11,0.25,3.2,129,4
7.1,5.5,51,11.1,75,4.3,19.8,52,10.6,0.26,3.6,125,3
8.4,6.9,50,11.4,74,12.1,18.5,53,10.4,0.25,4.8,135,3
11.8,7,50,11.4,74,10.6,15.8,52,10.7,0.25,4.1,133,3
9.5,7.2,50,11.3,73,12.1,27,52,10.6,0.26,4.1,143,5
9.9,8.8,50,11.4,71,20.4,40.2,51,11,0.27,3.2,156,4
9.6,8.5,51,11.2,70,23.6,NaN,51,10.9,0.3,4.1,141,5
NaN,10.2,50,11.5,68,34.9,99.3,52,10.7,0.44,3.2,168,9
11.9,12.8,51,11.2,61,68.6,123.1,53,10.5,NaN,3.6,153,30
21.1,17.6,52,11.2,52,86.7,222.5,53,10.7,0.8,3.2,153,116
31.4,32.9,52,11.4,32,92.4,152.3,52,11,0.6,2.4,164,136
44.1,58.2,53,11.6,19,93.7,181.5,51,11.6,0.57,1.4,305,251
40.3,59.5,53,12.1,23,77.5,85.2,49,12.4,0.41,2,314,326
40.4,60.2,47,13.8,24,61.2,198.8,46,13.8,0.67,0.6,91,382
28.8,45.1,42,15.3,44,88.1,156.6,41,15.3,0.53,0.7,80,513
26.3,30.5,39,16,NaN,75.5,105,38,16.1,0.42,1.2,319,562
NaN,20.1,37,17.2,NaN,58,81.7,36,16.4,0.38,2.3,343,546
23.1,12.7,37,17.3,70,50.6,61.3,37,16.4,0.34,2.8,311,467
23.6,8.9,38,16.8,73,45,59.8,37,16.4,0.34,3.2,299,290
23.8,9.3,40,17,69,37.5,44.8,38,16.6,0.36,2.7,320,544
19.6,7,39,17.2,77,43,49,36,17.2,0.38,2.1,326,623
37.7,10.1,38,17.6,77,29.7,54.4,37,16.9,0.34,1.8,315,565
31.1,10.3,36,18.2,77,9.5,45.6,36,17,0.35,2.4,335,481
22.2,7.5,37,17.7,80,21.4,54.3,36,17.2,0.38,2.4,336,283
31.5,9.2,38,17.7,74,49,59.9,37,17.4,0.37,2.1,323,317
28.8,12.1,39,17.7,71,46.4,53.6,38,17.4,0.38,2.7,323,168
NaN,17,39,17.8,61,34.5,71.2,38,17.3,0.42,2.6,328,276
66.3,23.1,42,17.2,54,30.7,76.2,39,16.8,0.43,2.7,329,125
58.2,13.1,45,16.1,64,29.7,75.8,42,16.2,0.43,2.3,309,43
69.4,27.5,47,15.2,36,38.6,91.9,44,15.4,0.51,1.3,319,19
129.3,45.6,52,14.3,12,65.4,113.9,48,14.4,0.57,1.1,255,6
99.4,45.7,58,12.7,6,83.7,194.3,53,13.4,0.85,1.6,288,5
55.9,58.8,59,11.9,3,111.4,201.1,54,12.4,0.92,1.9,251,4
66.4,62.3,62,11.3,4,106.3,132.5,56,11.6,0.6,0.7,121,4
50.8,NaN,62,11.2,9,74,119.5,57,11.1,0.7,1,140,4
39.9,30.8,62,10.7,21,54.8,98.1,60,10.4,0.58,1,149,4
38.2,27,63,10.3,24,47,73.8,62,10,0.53,1.1,155,4
36.6,25.1,65,10,25,43.6,107.6,63,9.7,0.65,1.4,146,4
35.4,22.9,65,9.7,27,43.4,79.5,64,9.3,0.56,1.4,142,4
35.7,24.5,66,9.3,24,43.1,80.5,66,8.9,0.52,1.1,147,4
32.9,22.3,67,9.2,NaN,40.5,73.4,67,8.7,0.61,1.4,142,5
29.3,20.3,68,8.9,27,42.3,56.3,68,8.5,0.45,2.4,163,4
27.6,17.7,67,8.9,30,41.1,43.5,68,8.4,0.41,1.6,156,5
25.8,15.7,69,8.8,32,30.2,38.5,69,8.3,0.37,1.9,143,4
25.8,14.9,70,8.6,30,23.5,34.8,71,8.1,0.37,1.7,140,4
27.2,14.9,70,8.5,31,29.4,28.3,70,8.1,0.35,2,149,4
21.9,13.6,69,8.3,35,25.5,26.7,70,7.9,0.32,1,168,4
21.4,13.1,72,7.4,33,18.2,29.1,71,7.6,0.35,0.6,210,4
21.6,14.2,73,7.1,30,24.6,35.8,72,7.2,0.38,1,142,3
26.2,16.8,75,7,22,27.8,29.6,76,6.7,0.36,1.5,172,3
33,30.3,77,6.9,3,30.6,40.1,77,6.5,0.37,1.6,185,3
27.2,18.2,75,7,24,27.8,26.4,75,6.7,0.32,2.3,155,4
30.4,13.5,74,7,30,31.1,40.6,75,6.5,0.4,2.1,158,3
21.4,15,75,6.5,27,29.3,71.3,75,6.4,0.4,2.9,154,4
21.8,18.2,76,6.4,21,33.3,92.3,76,6.2,0.44,2.8,148,4
32.7,41.1,77,6.3,9,42.9,145.7,75,6.4,0.57,3.4,154,13
80.2,99.2,81,5.6,4,49.7,NaN,75,6.3,0.68,2.5,150,52
67.5,113.1,79,6,5,63.4,272.5,75,6.4,0.93,1.8,126,121
46.9,102.8,71,7.7,10,96.3,229.4,74,6.9,NaN,2.9,147,244
NaN,102,66,9,10,111.1,179.6,68,8.3,0.56,4.1,148,319
